X,Y,OBJECTID,LATITUDE,LONGITUDE,DATE_MARKED,YEAR_MARKED,VOLUNTEER_GROUP,CATCH_BASIN_ID,INTERSECTION,GIS_ID,CREATOR,CREATED,EDITOR,EDITED
-77.0072078424138,38.9111661249482,451,38.911158,-77.007206,6/15/2010,2010,Emery Elementary w/ Anacostia Watershed Society (AWS),C-259-088-675-325,Q St. (bounded by N. Capitol St. & Eckington Pl.),StormDrainsPt_224,,,,
-77.0343911859876,38.9110855703464,452,38.911078,-77.034389,8/8/2011,2011,Jim Graham Youth Program,C-236-088-104-761,15th & Q,StormDrainsPt_895,,,,
-77.0298106205046,38.9110827931409,453,38.911075,-77.029808,7/27/2011,2011,Jim Graham Youth Program,C-240-088-077-669,13th & Q,StormDrainsPt_833,,,,
-77.0080050615088,38.9110661254781,454,38.911058,-77.008003,6/15/2010,2010,Emery Elementary w/ Anacostia Watershed Society (AWS),C-258-088-984-232,Q St. (bounded by N. Capitol St. & Eckington Pl.),StormDrainsPt_213,,,,
-77.0652773059602,38.9109105616878,455,38.910903,-77.065275,Unknown, ,Unknown,C-209-089-319-169,1600 Wisconsin Ave (West),StormDrainsPt_1802,,,,
-77.0660439712498,38.910827236048,456,38.910819,-77.066042,Unknown, ,Unknown,C-208-089-655-089,33rd & Q NW,StormDrainsPt_1794,,,,
-77.0678078609361,38.9108189018926,457,38.910811,-77.067806,4/22/2013,2013,Georgetown,C-207-089-121-114,34th & Q NW,StormDrainsPt_1078,,,,
-77.0679384207582,38.9108133399662,458,38.910806,-77.067936,4/22/2013,2013,Georgetown,C-207-089-010-112,34th & Q NW,StormDrainsPt_1077,,,,
-77.0692439730197,38.9107827829296,459,38.910775,-77.069242,4/22/2013,2013,Georgetown,C-205-089-877-108,35th & Q NW,StormDrainsPt_1060,,,,
-77.0690411948055,38.9107577876629,460,38.91075,-77.069039,Unknown, ,Unknown,C-206-089-053-072,35th & Q NW,StormDrainsPt_1787,,,,
-77.0663273086314,38.9107161197581,461,38.910708,-77.066325,Unknown, ,Unknown,C-208-088-405-975,33rd & Q NW,StormDrainsPt_1792,,,,
-77.0690384115315,38.9106577876649,462,38.91065,-77.069036,Unknown, ,Unknown,C-206-088-053-961,35th & Q NW,StormDrainsPt_1786,,,,
-77.0346717396601,38.9105050077971,463,38.910497,-77.034669,8/8/2011,2011,Jim Graham Youth Program,C-235-088-852-119,15th and Church,StormDrainsPt_886,,,,
-77.0295356308596,38.9104994556516,464,38.910492,-77.029533,7/27/2011,2011,Jim Graham Youth Program,C-240-088-301-018,13th & Logan,StormDrainsPt_835,,,,
-77.0364245161033,38.9104411188134,465,38.910433,-77.036422,8/8/2011,2011,Jim Graham Youth Program,C-234-088-328-084,16th & Church,StormDrainsPt_879,,,,
-77.0344078445369,38.9104355684227,466,38.910428,-77.034406,8/8/2011,2011,Jim Graham Youth Program,C-236-088-039-099,15th and Church,StormDrainsPt_892,,,,
-77.0640773091467,38.9104050110135,467,38.910397,-77.064075,Unknown, ,Unknown,C-210-088-348-580,Q St 3200 and Wisconsin,StormDrainsPt_1808,,,,
-77.0649911969459,38.9103994525526,468,38.910392,-77.064989,Unknown, ,Unknown,C-209-088-555-592,Wisconsin and Q NW (NW corner),StormDrainsPt_1800,,,,
-77.0343911809386,38.9103577862785,469,38.91035,-77.034389,8/8/2011,2011,Jim Graham Youth Program,C-236-087-089-949,15th and Church,StormDrainsPt_891,,,,
-77.066035635589,38.9098688968992,470,38.909861,-77.066033,4/22/2013,2013,Georgetown,C-208-088-634-027,33rd & Volta NW,StormDrainsPt_1102,,,,
-77.0648023000917,38.9098633446826,471,38.909856,-77.0648,Unknown, ,Unknown,C-209-087-706-995,Volta Pl NW and Wisconsin NW,StormDrainsPt_1799,,,,
-77.066168974939,38.9098411207943,472,38.909833,-77.066167,4/22/2013,2013,Georgetown,C-208-087-519-996,33rd & Volta NW,StormDrainsPt_1101,,,,
-77.0677967452545,38.9098355663056,473,38.909828,-77.067794,4/22/2013,2013,Georgetown,C-207-088-110-026,34th & Volta NW,StormDrainsPt_1076,,,,
-77.0679634174049,38.9097966795305,474,38.909789,-77.067961,4/22/2013,2013,Georgetown,C-206-087-964-984,34th & Volta NW,StormDrainsPt_1071,,,,
-77.0344522922319,38.9097911253855,475,38.909783,-77.03445,8/8/2011,2011,Jim Graham Youth Program,C-236-087-022-325,15th & P,StormDrainsPt_888,,,,
-77.0346717371525,38.9097883399483,476,38.909781,-77.034669,8/8/2011,2011,Jim Graham Youth Program,C-235-087-833-325,15th & P,StormDrainsPt_885,,,,
-77.0309745105939,38.9097716772534,477,38.909764,-77.030972,8/8/2011,2011,Jim Graham Youth Program,C-239-087-041-233,Kingman and P,StormDrainsPt_897,,,,
-77.0318217431512,38.9097494511855,478,38.909742,-77.031819,6/30/2011,2011,Jim Graham Youth Program,C-238-087-301-228,14th & P,StormDrainsPt_688,,,,
-77.0662773004034,38.9097327880758,479,38.909725,-77.066275,4/22/2013,2013,Georgetown,C-208-087-425-880,33rd & Volta NW,StormDrainsPt_1100,,,,
-77.0343884108522,38.9097300135762,480,38.909722,-77.034386,8/8/2011,2011,Jim Graham Youth Program,C-236-087-074-256,15th & P,StormDrainsPt_890,,,,
-77.0308356207587,38.9097133399179,481,38.909706,-77.030833,8/8/2011,2011,Jim Graham Youth Program,C-239-087-156-167,Kingman and P,StormDrainsPt_898,,,,
-77.0679911895586,38.9096966797296,482,38.909689,-77.067989,4/22/2013,2013,Georgetown,C-206-087-935-873,34th & Volta NW,StormDrainsPt_1070,,,,
-77.0895282153467,38.9094654387661,483,38.909458,-77.089526,8/7/2018,2018,DOEE, , ,StormDrainsPt_1720,,,,
-77.0896145089952,38.9093594164055,484,38.909352,-77.089612,8/7/2018,2018,DOEE, , ,StormDrainsPt_1719,,,,
-77.0870965333983,38.9091976749036,485,38.90919,-77.087094,8/7/2018,2018,DOEE, , ,StormDrainsPt_1726,,,,
-77.0318217408888,38.9090466741159,486,38.909039,-77.031819,7/5/2011,2011,Jim Graham Youth Program,C-238-086-284-447,14th & Rhode Island,StormDrainsPt_735,,,,
-77.0642439728273,38.9089577826318,487,38.90895,-77.064242,Unknown, ,Unknown,C-210-086-166-981,P and Wisconsin,StormDrainsPt_1807,,,,
-77.0886719248035,38.9088993134429,488,38.908892,-77.08867,8/7/2018,2018,DOEE, , ,StormDrainsPt_1721,,,,
-77.0660273065448,38.9089050084365,489,38.908897,-77.066025,4/22/2013,2013,Georgetown,C-208-086-624-956,33rd & P NW,StormDrainsPt_1099,,,,
-77.0642800787452,38.9088883444428,490,38.908881,-77.064278,Unknown, ,Unknown,C-210-086-133-904,Wisconson and P NW,StormDrainsPt_1806,,,,
-77.0344522982886,38.908896677727,491,38.908889,-77.03445,8/8/2011,2011,Jim Graham Youth Program,C-235-086-998-333,15th & O,StormDrainsPt_884,,,,
-77.0677800821912,38.9088744573555,492,38.908867,-77.067778,4/22/2013,2013,Georgetown,C-207-086-098-955,34th & P NW,StormDrainsPt_1075,,,,
-77.0662217458409,38.908846677436,493,38.908839,-77.066219,4/22/2013,2013,Georgetown,C-208-086-449-894,33rd & P NW,StormDrainsPt_1096,,,,
-77.0886857837591,38.9088253984194,494,38.908818,-77.088683,8/7/2018,2018,DOEE, , ,StormDrainsPt_1722,,,,
-77.0690189681748,38.908818898249,495,38.908811,-77.069017,4/22/2013,2013,Georgetown,C-206-086-025-920,35th & P NW,StormDrainsPt_1067,,,,
-77.0691606388091,38.9088133464052,496,38.908806,-77.069158,4/22/2013,2013,Georgetown,C-205-086-900-915,35th & P NW,StormDrainsPt_1058,,,,
-77.0679661965236,38.908805011978,497,38.908797,-77.067964,4/22/2013,2013,Georgetown,C-206-086-937-883,34th & P NW,StormDrainsPt_1069,,,,
-77.0346772992922,38.9088022307133,498,38.908794,-77.034675,8/8/2011,2011,Jim Graham Youth Program,C-235-086-806-231,15th & O,StormDrainsPt_883,,,,
-77.0662134208455,38.9087466714708,499,38.908739,-77.066211,4/22/2013,2013,Georgetown,C-208-086-458-784,33rd & P NW,StormDrainsPt_1097,,,,
-77.0679661961102,38.9087077848723,500,38.9087,-77.067964,4/22/2013,2013,Georgetown,C-206-086-936-773,34th & P NW,StormDrainsPt_1068,,,,
-77.0877577054857,38.9084872861375,501,38.90848,-77.087755,8/7/2018,2018,DOEE, , ,StormDrainsPt_1724,,,,
-77.0892406860312,38.9084142311422,502,38.908406,-77.089238,8/7/2018,2018,DOEE, , ,StormDrainsPt_1732,,,,
-77.0878408739051,38.9084075898176,503,38.9084,-77.087839,8/7/2018,2018,DOEE, , ,StormDrainsPt_1723,,,,
-76.933977258744,38.9082105687603,504,38.908203,-76.933975,10/16/2010,2010,Trash-free Deanwood Initiative - ANC 7 C - 13,C-323-083-105-689,Minnesota Ave,StormDrainsPt_432,,,,
-77.0879453189389,38.9080886606591,505,38.908081,-77.087943,8/7/2018,2018,DOEE, , ,StormDrainsPt_1727,,,,
-77.0882647047638,38.9078892901995,506,38.907882,-77.088262,8/7/2018,2018,DOEE, , ,StormDrainsPt_1730,,,,
-77.0637523070224,38.9079050120094,507,38.907897,-77.06375,Unknown, ,Unknown,C-210-085-565-803,O and Wisconsin,StormDrainsPt_1803,,,,
-77.0660134152185,38.9078855684542,508,38.907878,-77.066011,4/22/2013,2013,Georgetown,C-208-085-605-826,33rd & O NW,StormDrainsPt_1095,,,,
-77.0661411886371,38.9078772355327,509,38.907869,-77.066139,4/22/2013,2013,Georgetown,C-208-085-497-822,33rd & O NW,StormDrainsPt_1094,,,,
-77.0634995257078,38.9078689000719,510,38.907861,-77.063497,Unknown, ,Unknown,C-210-085-782-759,O and Wisconsin,StormDrainsPt_1804,,,,
-77.066174522778,38.9078550110745,511,38.907847,-77.066172,4/22/2013,2013,Georgetown,C-208-085-465-795,33rd & O NW,StormDrainsPt_1093,,,,
-77.0871763019564,38.9078349402399,512,38.907827,-77.087174,8/7/2018,2018,DOEE, , ,StormDrainsPt_1728,,,,
-77.0691217479824,38.9078244508445,513,38.907817,-77.069119,4/22/2013,2013,Georgetown,C-205-085-911-820,35th & O NW,StormDrainsPt_1057,,,,
-77.0688911922236,38.9077994537229,514,38.907792,-77.068889,4/22/2013,2013,Georgetown,C-206-085-109-782,35th & O NW,StormDrainsPt_1066,,,,
-77.0882704701448,38.9077687000468,515,38.907761,-77.088268,8/7/2018,2018,DOEE, , ,StormDrainsPt_1731,,,,
-77.0704161954629,38.9077661234938,516,38.907758,-77.070414,4/22/2013,2013,Georgetown,C-204-085-784-776,36th & O NW,StormDrainsPt_1052,,,,
-77.0661717436362,38.9077550109554,517,38.907747,-77.066169,4/22/2013,2013,Georgetown,C-208-085-465-684,33rd & O NW,StormDrainsPt_1092,,,,
-76.9999050562214,38.9077161242241,518,38.907708,-76.999903,5/14/2015,2015,Two Rivers PCS,C-265-084-927-361,Morse & 4th NE,StormDrainsPt_1280,,,,
-77.0691661888991,38.9076883444042,519,38.907681,-77.069164,4/22/2013,2013,Georgetown,C-205-085-868-666,35th & O NW,StormDrainsPt_1056,,,,
-77.070413413681,38.9076577907479,520,38.90765,-77.070411,4/22/2013,2013,Georgetown,C-204-085-783-657,36th & O NW,StormDrainsPt_1051,,,,
-76.9987272815823,38.9074911248533,521,38.907483,-76.998725,5/14/2015,2015,Two Rivers PCS,C-266-084-944-087,Morse & 5th NE,StormDrainsPt_1285,,,,
-77.0002828394263,38.9072077918344,522,38.9072,-77.000281,5/14/2015,2015,Two Rivers PCS,C-265-083-588-805,Florida & 4th NE,StormDrainsPt_1278,,,,
-77.0323356321888,38.9071966778312,523,38.907189,-77.032333,6/30/2011,2011,Jim Graham Youth Program,C-237-084-792-400,14th & N,StormDrainsPt_687,,,,
-77.0004328353175,38.90703001161,524,38.907022,-77.000431,5/14/2015,2015,Two Rivers PCS,C-265-083-455-608,Florida & 4th NE,StormDrainsPt_1277,,,,
-77.0661273064166,38.9069188990159,525,38.906911,-77.066125,4/22/2013,2013,Georgetown,C-208-084-481-753,33rd & N NW,StormDrainsPt_1085,,,,
-77.0659911937299,38.9068716731235,526,38.906864,-77.065989,4/22/2013,2013,Georgetown,C-208-084-598-696,33rd & N NW,StormDrainsPt_1089,,,,
-77.067755083118,38.9068688978561,527,38.906861,-77.067753,4/22/2013,2013,Georgetown,C-207-084-072-725,34th & N NW,StormDrainsPt_1073,,,,
-77.0658995216301,38.9068688962453,528,38.906861,-77.065897,4/22/2013,2013,Georgetown,C-208-084-675-690,33rd & N NW,StormDrainsPt_1091,,,,
-77.0661384178558,38.9068661218033,529,38.906858,-77.066136,4/22/2013,2013,Georgetown,C-208-084-472-696,33rd & N NW,StormDrainsPt_1084,,,,
-77.0678828581107,38.906852230301,530,38.906844,-77.067881,4/22/2013,2013,Georgetown,C-206-084-960-717,34th & N NW,StormDrainsPt_1064,,,,
-77.0659384097774,38.906768899618,531,38.906761,-77.065936,4/22/2013,2013,Georgetown,C-208-084-643-584,33rd & N NW,StormDrainsPt_1090,,,,
-77.0660134116345,38.9067605605718,532,38.906753,-77.066011,4/22/2013,2013,Georgetown,C-208-084-577-572,33rd & N NW,StormDrainsPt_1087,,,,
-77.0676717495991,38.9067355684989,533,38.906728,-77.067669,4/22/2013,2013,Georgetown,C-207-084-137-573,34th & N NW,StormDrainsPt_1074,,,,
-76.9983217227273,38.9065300099846,534,38.906522,-76.998319,5/14/2015,2015,Two Rivers PCS,C-267-083-273-009,Florida & 6th NE,StormDrainsPt_1296,,,,
-77.006117153173,38.9064932698448,535,38.906485,-77.006115,7/26/2019,2019,Plylle,C-260-083-510-130,1 sd nw first & Patterson,StormDrainsPt_1963,,,,
-76.9984633964889,38.9064216775167,536,38.906414,-76.998461,5/14/2015,2015,Two Rivers PCS,C-267-082-148-894,Florida & 6th NE,StormDrainsPt_1295,,,,
-76.9985772859598,38.9062355664455,537,38.906228,-76.998575,5/14/2015,2015,Two Rivers PCS,C-267-082-045-691,Florida & 6th NE,StormDrainsPt_1294,,,,
-76.9985745074772,38.9062327918398,538,38.906225,-76.998572,5/14/2015,2015,Two Rivers PCS,C-267-082-434-818,6th & Florida NE,StormDrainsPt_1293,,,,
-77.0374106353842,38.9286466850766,539,38.928639,-77.037408,10/9/2016,2016,Girl Scout Troup 6531,C-233-108-924-307,Irving & Mt Pleasant,StormDrainsPt_1513,,,,
-76.9884272867627,38.9286244630565,540,38.928617,-76.988425,8/23/2012,2012,American University,C-276-107-388-346,Irving and 13th,StormDrainsPt_995,,,,
-76.9922245039478,38.9286189038861,541,38.928611,-76.992222,Unknown, ,Unknown,C-273-107-042-358,10th and Irving NE,StormDrainsPt_1851,,,,
-76.9882717237105,38.9286050166205,542,38.928597,-76.988269,8/23/2012,2012,American University,C-276-107-518-319,Irving and 13th,StormDrainsPt_996,,,,
-77.0362217357583,38.9285716780489,543,38.928564,-77.036219,10/9/2016,2016,Girl Scout Troup 6531,C-234-108-956-198,Irving & 15th NW,StormDrainsPt_1514,,,,
-76.9905411698043,38.9285577935207,544,38.92855,-76.990539,8/23/2012,2012,American University,C-274-107-551-311,Irving and 12th,StormDrainsPt_982,,,,
-77.0435245221685,38.9283827953886,545,38.928375,-77.043522,10/19/2016,2016,Girl Scout Troup 6531,C-228-108-621-125,Harvard & Adams Mill Rd,StormDrainsPt_1544,,,,
-77.0436495256527,38.9283633448571,546,38.928356,-77.043647,10/19/2016,2016,Girl Scout Troup 6531,C-228-108-510-104,Harvard & Adams Mill Rd,StormDrainsPt_1543,,,,
-76.9793106082148,38.9282439008485,547,38.928236,-76.979308,8/23/2012,2012,American University,C-284-106-281-751,Hamlin and 18th,StormDrainsPt_1006,,,,
-77.0232217340568,38.9282022383276,548,38.928194,-77.023219,10/19/2016,2016,Girl Scout Troup 6531,C-246-107-215-539,Columbia & Georgia Ave NW,StormDrainsPt_1595,,,,
-76.9793022749333,38.9281077927573,549,38.9281,-76.9793,8/23/2012,2012,American University,C-284-106-285-602,Hamlin and 18th,StormDrainsPt_1007,,,,
-77.0433050702152,38.9280689011141,550,38.928061,-77.043303,10/19/2016,2016,Girl Scout Troup 6531,C-228-107-801-777,Harvard & Adams Mill Rd,StormDrainsPt_1542,,,,
-77.0259911763928,38.9279522329827,551,38.927944,-77.025989,10/19/2016,2016,Girl Scout Troup 6531,C-243-107-806-315,Columbia & Sherman Ave NW,StormDrainsPt_1574,,,,
-77.0433939624248,38.9279327885335,552,38.927925,-77.043392,10/19/2016,2016,Girl Scout Troup 6531,C-228-107-719-628,Harvard & Adams Mill Rd,StormDrainsPt_1541,,,,
-77.0262217417859,38.927930012013,553,38.927922,-77.026219,10/19/2016,2016,Girl Scout Troup 6531,C-243-107-608-298,Columbia & Sherman Ave NW,StormDrainsPt_1573,,,,
-77.0258967429263,38.9279105724763,554,38.927903,-77.025894,10/19/2016,2016,Girl Scout Troup 6531,C-243-107-887-268,Columbia & Sherman Ave NW,StormDrainsPt_1575,,,,
-77.0262717407314,38.9278800136457,555,38.927872,-77.026269,10/19/2016,2016,Girl Scout Troup 6531,C-243-107-562-243,Columbia & Sherman Ave NW,StormDrainsPt_1571,,,,
-76.9790161692816,38.9278383481031,556,38.927831,-76.979014,8/8/2011,2011,Jim Graham Youth Program,C-284-106-528-307,Rhode Island & 18,StormDrainsPt_930,,,,
-77.0273967345691,38.9278244622835,557,38.927817,-77.027394,10/19/2015,2015,Girl Scout Troup 6531,C-242-107-585-206,Columbia & 11th St NW,StormDrainsPt_1368,,,,
-77.0258856236894,38.9278105736391,558,38.927803,-77.025883,10/19/2016,2016,Girl Scout Troup 6531,C-243-107-893-159,Columbia & Sherman Ave NW,StormDrainsPt_1576,,,,
-77.0273967332912,38.9277911225108,559,38.927783,-77.027394,10/19/2015,2015,Girl Scout Troup 6531,C-242-107-584-167,Columbia & 11th St NW,StormDrainsPt_1367,,,,
-76.9860911651318,38.9277883450044,560,38.927781,-76.986089,5/1/2013,2013,Mary McLead Bethune Day Academy PCS,C-278-106-393-375,14th & Hamlin NE,StormDrainsPt_1118,,,,
-77.0262550727265,38.927777232521,561,38.927769,-77.026253,10/19/2016,2016,Girl Scout Troup 6531,C-243-107-571-128,Columbia & Sherman Ave NW,StormDrainsPt_1572,,,,
-76.9905383874625,38.9277105703851,562,38.927703,-76.990536,Unknown, ,Unknown,C-274-106-536-369,12th and Hamlin,StormDrainsPt_1857,,,,
-76.9793106162431,38.927699456349,563,38.927692,-76.979308,8/8/2011,2011,Jim Graham Youth Program,C-284-106-270-158,Rhode Island & 18,StormDrainsPt_929,,,,
-77.0273967409975,38.9276911212055,564,38.927683,-77.027394,10/19/2016,2016,Girl Scout Troup 6531,C-242-107-581-050,Columbia & 11th St NW,StormDrainsPt_1561,,,,
-77.0425824920986,38.9276337136846,565,38.927626,-77.04258,7/31/2019,2019,Rock Creek Conservancy,C-229-107-411-296 (2 others in vicinity),"4, Harvard and Adams Mill, nw",StormDrainsPt_1967,,,,
-76.9923245015177,38.9275800176851,566,38.927572,-76.992322,Unknown, ,Unknown,C-272-106-984-260,10th and Hamlin,StormDrainsPt_1840,,,,
-77.0326884056729,38.9275689052786,567,38.927561,-77.032686,7/26/2011,2011,Jim Graham Youth Program,C-237-107-991-023,14th & Columbia,StormDrainsPt_830,,,,
-76.9906800557364,38.9275272355362,568,38.927519,-76.990678,Unknown, ,Unknown,C-274-106-406-168,12th and Hamlin,StormDrainsPt_1856,,,,
-76.9905245045194,38.9275189083562,569,38.927511,-76.990522,Unknown, ,Unknown,C-274-106-543-162,12th and Hamlin,StormDrainsPt_1858,,,,
-76.9789106135417,38.9275161287086,570,38.927508,-76.978908,8/8/2011,2011,Jim Graham Youth Program,C-284-105-606-944,Rhodie Island & 18 middle,StormDrainsPt_928,,,,
-76.9923217213807,38.9274800161992,571,38.927472,-76.992319,Unknown, ,Unknown,C-272-106-984-150,10th and Hamlin,StormDrainsPt_1839,,,,
-77.032616187314,38.9274661225614,572,38.927458,-77.032614,7/26/2011,2011,Jim Graham Youth Program,C-238-106-052-908,14th & Columbia,StormDrainsPt_831,,,,
-76.9792272823404,38.9274577935188,573,38.92745,-76.979225,8/8/2011,2011,Jim Graham Youth Program,C-284-105-335-890,Rhodie Island & 18 middle,StormDrainsPt_927,,,,
-77.0259134035813,38.9274550182966,574,38.927447,-77.025911,10/19/2016,2016,Girl Scout Troup 6531,C-243-106-860-763,Hobart Pl & Sherman NW,StormDrainsPt_1565,,,,
-77.0258106211938,38.9274133505596,575,38.927406,-77.025808,10/19/2016,2016,Girl Scout Troup 6531,C-243-106-950-713,Hobart Pl & Sherman NW,StormDrainsPt_1567,,,,
-77.025805066905,38.92733001586,576,38.927322,-77.025803,10/19/2016,2016,Girl Scout Troup 6531,C-243-106-951-623,Hobart Pl & Sherman NW,StormDrainsPt_1568,,,,
-77.0393415588534,38.9272348083768,577,38.927227,-77.039339,7/31/2019,2019,Rc3,C-232-106-211-790 (2 others in vicinity),3 SD Lanier & Harvard,StormDrainsPt_1965,,,,
-77.0410550777812,38.9271439015847,578,38.927136,-77.041053,10/19/2016,2016,Girl Scout Troup 6531,C-230-106-729-712,Harvard & 18th NW,StormDrainsPt_1552,,,,
-77.0411571955412,38.9270583046753,579,38.927051,-77.041155,7/31/2019,2019,RC3,C-230-106-632-632 (2 others in vicinity),3 SD 18th & harvard,StormDrainsPt_1966,,,,
-77.0391185563664,38.927009747395,580,38.927002,-77.039116,7/31/2019,2019,Rock Creek Conservancy,C-232-106-398-536,possibly Lanier Pl NW and Harvard St NW,StormDrainsPt_1964,,,,
-77.025843960369,38.9269633507936,581,38.926956,-77.025842,10/19/2016,2016,Girl Scout Troup 6531,C-243-106-910-215,Harvard & Sherman NW,StormDrainsPt_1566,,,,
-77.0260967316012,38.9269022362514,582,38.926894,-77.026094,10/19/2016,2016,Girl Scout Troup 6531,C-243-106-692-154,Harvard & Sherman NW,StormDrainsPt_1564,,,,
-77.0262745101483,38.9268827925019,583,38.926875,-77.026272,10/19/2016,2016,Girl Scout Troup 6531,C-243-106-535-137,Harvard & Sherman NW,StormDrainsPt_1563,,,,
-77.0269661785192,38.9268633481359,584,38.926856,-77.026964,8/8/2011,2011,Jim Graham Youth Program,C-242-106-934-130,11th & Harvard,StormDrainsPt_926,,,,
-77.0271578513226,38.9268383507124,585,38.926831,-77.027156,8/8/2011,2011,Jim Graham Youth Program,C-242-106-769-102,11th & Harvard,StormDrainsPt_925,,,,
-77.0257522975953,38.9268300119153,586,38.926822,-77.02575,10/19/2016,2016,Girl Scout Troup 6531,C-243-106-987-066,Harvard & Sherman NW,StormDrainsPt_1570,,,,
-76.988277277971,38.926738350245,587,38.926731,-76.988275,5/1/2013,2013,Mary McLead Bethune Day Academy PCS,C-276-105-475-255,13th & Girard NE,StormDrainsPt_1112,,,,
-77.0229745181663,38.9267355713234,588,38.926728,-77.022972,7/7/2011,2011,Jim Graham Youth Program,C-246-105-393-910,Georgia & Gresham Pl,StormDrainsPt_790,,,,
-76.9860078305267,38.9267272365791,589,38.926719,-76.986006,5/1/2013,2013,Mary McLead Bethune Day Academy PCS,C-278-105-438-191,14th & Girard NE,StormDrainsPt_1116,,,,
-76.988118951733,38.9267161287598,590,38.926708,-76.988117,5/1/2013,2013,Mary McLead Bethune Day Academy PCS,C-276-105-608-224,13th & Girard NE,StormDrainsPt_1113,,,,
-76.9859495023425,38.9267105732053,591,38.926703,-76.985947,5/1/2013,2013,Mary McLead Bethune Day Academy PCS,C-278-105-489-175,14th & Girard NE,StormDrainsPt_1117,,,,
-77.0297967415437,38.9266550099784,592,38.926647,-77.029794,7/27/2011,2011,Jim Graham Youth Program,C-240-105-476-952,13th & Harvard,StormDrainsPt_877,,,,
-77.0789256194129,38.9264326405494,593,38.926425,-77.078923,5/16/2019,2019,Fannie Mae ESR,C-197-106-900-712,"1 possibly here at Watson and Fulton, north side",StormDrainsPt_1882,,,,
-77.0325050774658,38.9263939026243,594,38.926386,-77.032503,7/1/2011,2011,Jim Graham Youth Program,C-238-105-121-711,Harvard & 14th,StormDrainsPt_725,,,,
-77.0363522929677,38.9263661225811,595,38.926358,-77.03635,7/26/2011,2011,Jim Graham Youth Program,C-234-105-782-763,Clombia and Mid Harvard,StormDrainsPt_829,,,,
-77.0365884115058,38.9263494555715,596,38.926342,-77.036586,7/26/2011,2011,Jim Graham Youth Program,C-234-105-578-742,16th & Columbia,StormDrainsPt_828,,,,
-77.0756779886627,38.9262316421189,597,38.926224,-77.075676,5/16/2019,2019,Fannie Mae ESR,C-200-106-685-388,1 storm drain at Fulton and Bellevue,StormDrainsPt_1891,,,,
-77.0229022917506,38.9262383444259,598,38.926231,-77.0229,7/7/2011,2011,Jim Graham Youth Program,C-246-105-444-353,Georgia & Girard,StormDrainsPt_791,,,,
-77.0789337250974,38.9261602865277,599,38.926152,-77.078931,5/16/2019,2019,Fannie Mae ESR,C-197-106-861-373,1 storm drain at the intersection of Watson and Fulton,StormDrainsPt_1884,,,,
-77.0769435123701,38.9261353365623,600,38.926128,-77.076941,5/16/2019,2019,Fannie Mae ESR,C-199-106-633-302 and C-199-106-649-413,2 storm drains at Fulton and 39 st NW,StormDrainsPt_1888,,,,
-77.0800329929086,38.9260134959825,601,38.926006,-77.080031,5/16/2019,2019,Fannie Mae,C-196-106-904-232,1 marked Tunlaw and Fulton,StormDrainsPt_1879,,,,
-77.0796526626822,38.9259798034672,602,38.925972,-77.07965,5/16/2019,2019,Fannie Mae,C-197-106-317-222,Fulton and Tunlaw,StormDrainsPt_1881,,,,
-77.0269439548857,38.9259161287136,603,38.925908,-77.026942,8/8/2011,2011,Jim Graham Youth Program,C-242-105-932-075,11th & Girard,StormDrainsPt_924,,,,
-77.0226522886437,38.9258661244306,604,38.925858,-77.02265,7/7/2011,2011,Jim Graham Youth Program,C-246-104-649-934,Georgia & Girard,StormDrainsPt_789,,,,
-77.027252289467,38.9258077952478,605,38.9258,-77.02725,8/8/2011,2011,Jim Graham Youth Program,C-242-104-662-963,11th & Girard,StormDrainsPt_921,,,,
-77.0787185135477,38.9257484361365,606,38.925741,-77.078716,5/16/2019,2019,Fannie Mae,C-198-105-031-914 and C-198-106-033-053,"2 storm drains, tunlaw and 39th",StormDrainsPt_1883,,,,
-77.029799513552,38.9256716793368,607,38.925664,-77.029797,7/27/2011,2011,Jim Graham Youth Program,C-240-104-450-859,13th & Girard,StormDrainsPt_875,,,,
-77.0271411809515,38.9256716783927,608,38.925664,-77.027139,8/8/2011,2011,Jim Graham Youth Program,C-242-104-752-811,11th & Girard,StormDrainsPt_922,,,,
-76.9983883910276,38.9256716845416,609,38.925664,-76.998386,4/3/2011,2011,Edgewood Community,C-267-104-684-259,6th & Franklin,StormDrainsPt_645,,,,
-77.0269411849093,38.9256661214983,610,38.925658,-77.026939,8/8/2011,2011,Jim Graham Youth Program,C-242-104-925-797,11th & Girard,StormDrainsPt_923,,,,
-77.0020550654108,38.9256633448258,611,38.925656,-77.002053,4/3/2011,2011,Edgewood Community,C-264-104-496-323,Franklin & Lincoln,StormDrainsPt_621,,,,
-77.0778418539707,38.9255968638065,612,38.925589,-77.07784,5/16/2019,2019,Fannie Mae,C-198-105-772-763 and C-198-105-798-880,"2 drains, 3900 Tunlaw",StormDrainsPt_1885,,,,
-77.0322245191989,38.9256105719533,613,38.925603,-77.032222,7/1/2011,2011,Jim Graham Youth Program,C-238-104-346-835,14th & Girard,StormDrainsPt_724,,,,
-77.0023411788506,38.9255411235877,614,38.925533,-77.002339,4/3/2011,2011,Edgewood Community,C-264-104-249-185,Franklin & Lincoln,StormDrainsPt_620,,,,
-76.9985495005447,38.9255411290955,615,38.925533,-76.998547,4/3/2011,2011,Edgewood Community,C-267-104-535-115,6th & Franklin,StormDrainsPt_643,,,,
