SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,OBJECTID
0656    0055,1,1,A,Struct Steel,40,Good,0,Typical,9,154,1900/01/01 00:00:00+00,0,U,2020,,2020,1,73872,32,13618,2023/01/05 05:16:47+00,16958592
0656    0823,1,1,C,Brick/Concr,50,Very Good,WS,Wood Siding,10,,2006/12/05 00:00:00+00,0,U,1955,,1962,1,9914,62,10076,2023/01/05 05:16:47+00,16958593
0656    0824,1,1,C,Brick/Concr,50,Very Good,BR,Brick,20,,2011/06/06 00:00:00+00,0,U,1953,,1965,2,19140,62,19909,2023/01/05 05:16:47+00,16958594
0656    2001,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2022,,2022,1,53067,217,8813,2023/01/05 05:16:47+00,16958595
0656    2002,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2022,,2022,1,3021,48,325,2023/01/05 05:16:47+00,16958596
0657    0806,1,1,C,Brick/Concr,50,Very Good,BR,Brick,14,,2003/01/08 00:00:00+00,530000,Q,1941,,1975,1,8036,62,8952,2023/01/05 05:16:47+00,16958597
0657    0815,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,10,,2022/07/01 00:00:00+00,13007970,Q,1949,,1957,4,16874,74,15620,2023/01/05 05:16:47+00,16958598
0657    0817,1,1,C,Brick/Concr,40,Good,CB,Concrete Block,12,,2016/03/25 00:00:00+00,0,U,1941,1989,1980,4,146322,75,79982,2023/01/05 05:16:47+00,16958599
0662    0802,1,1,0,No Data,40,Good,0,Typical,12,,1900/01/01 00:00:00+00,0,U,1934,,1934,1,576,73,56242,2023/01/05 05:16:47+00,16958600
0664    0014,1,1,B,Reinf Concr,55,Very Good +,MS,Metal Siding,9,344,1900/01/01 00:00:00+00,0,U,2022,,2022,1,374614,29,37321,2023/01/05 05:16:47+00,16958601
0664E   0009,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,2010/06/08 00:00:00+00,0,U,1963,,1969,1,1200,89,91789,2023/01/05 05:16:47+00,16958602
0665    0025,1,1,,,,,,,,,2015/11/10 00:00:00+00,39345788,U,2017,,0,2,0,84,28241,2023/01/05 05:16:47+00,16958603
0665    0026,1,1,B,Reinf Concr,30,Average,CB,Concrete Block,12,,1900/01/01 00:00:00+00,0,U,1934,1940,1950,1,2622,84,397654,2023/01/05 05:16:47+00,16958604
0665    0026,2,1,0,No Data,0,Default,S,Stone,,0,1900/01/01 00:00:00+00,0,U,1934,,1934,1,94608,84,397654,2023/01/05 05:16:47+00,16958605
0665    0027,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,10,1,1900/01/01 00:00:00+00,0,U,2018,,2019,1,437938,87,491231,2023/01/05 05:16:47+00,16958606
0666    0015,1,1,B,Reinf Concr,55,Very Good +,MS,Metal Siding,10,453,2019/03/06 00:00:00+00,0,U,2020,,2020,4,481325,29,110988,2023/01/05 05:16:47+00,16958607
0667S   0801,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,1,1900/01/01 00:00:00+00,0,U,1965,,1965,1,564,84,7050,2023/01/05 05:16:47+00,16958608
0667S   0803,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,0,U,1945,,1953,1,1008,74,2124,2023/01/05 05:16:47+00,16958609
0667S   2111,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1552,48,378,2023/01/05 05:16:47+00,16958610
0668    0054,1,1,C,Brick/Concr,30,Average,0,Typical,8,1,2021/12/17 00:00:00+00,920000,U,1905,2008,1960,3,2415,1,1103,2023/01/05 05:16:47+00,16958611
0668    0055,1,1,D,Wood/Frame,30,Average,BR,Brick,8,4,2019/07/29 00:00:00+00,1050000,U,1900,2008,1960,11,3670,1,1191,2023/01/05 05:16:47+00,16958612
0668    0061,1,1,C,Brick/Concr,30,Average,BR,Brick,8,2,2022/08/29 00:00:00+00,0,U,1905,2013,1991,3,1956,1,1044,2023/01/05 05:16:47+00,16958613
0668    0062,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,3,2020/02/12 00:00:00+00,833830,Q,1905,1975,1966,4,1932,1,976,2023/01/05 05:16:47+00,16958614
0668    0063,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,2022/04/18 00:00:00+00,925000,Q,1905,,1921,7,2712,1,910,2023/01/05 05:16:47+00,16958615
0668    0064,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,10,,1997/10/28 00:00:00+00,0,U,1905,,1932,1,1326,49,1628,2023/01/05 05:16:47+00,16958616
0668    0065,1,1,C,Brick/Concr,20,Fair,BR,Brick,10,,1997/10/28 00:00:00+00,0,U,1905,1975,1977,1,1410,49,1806,2023/01/05 05:16:47+00,16958617
0668    0066,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,1997/10/28 00:00:00+00,0,U,1905,,1932,1,1410,49,1884,2023/01/05 05:16:47+00,16958618
0668    0068,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,2,2015/07/06 00:00:00+00,650000,Q,1905,2012,1980,5,1122,42,748,2023/01/05 05:16:47+00,16958619
0668    0069,1,1,C,Brick/Concr,30,Average,,,,1,2009/07/08 00:00:00+00,0,U,1905,1980,1902,1,1142,1,815,2023/01/05 05:16:47+00,16958620
0668    0070,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2017/01/05 00:00:00+00,565000,Q,1905,1980,1960,2,1142,1,881,2023/01/05 05:16:47+00,16958621
0668    0071,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,2,2012/02/22 00:00:00+00,375000,Q,1905,2004,1962,1,2455,1,900,2023/01/05 05:16:47+00,16958622
0668    0072,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,2015/06/22 00:00:00+00,660000,Q,1905,,1998,3,1110,1,827,2023/01/05 05:16:47+00,16958623
0668    0073,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,2,2009/10/13 00:00:00+00,170000,U,1909,2009,1989,1,1665,1,750,2023/01/05 05:16:47+00,16958624
0668    0081,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,10,,2001/05/15 00:00:00+00,0,U,1907,,1932,1,5202,42,1660,2023/01/05 05:16:47+00,16958625
0668    0082,1,1,C,Brick/Concr,40,Good,BR,Brick,10,3,2002/12/20 00:00:00+00,0,U,1907,2002,1949,1,5190,42,1660,2023/01/05 05:16:47+00,16958626
0668    0090,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,16,,2005/12/30 00:00:00+00,1128662,Q,1970,,1992,1,128,165,7103,2023/01/05 05:16:47+00,16958627
0668    0093,1,1,C,Brick/Concr,30,Average,,,,,2005/10/14 00:00:00+00,0,U,2007,,2008,1,3570,81,2866,2023/01/05 05:16:47+00,16958628
0668    0094,1,1,C,Brick/Concr,30,Average,BR,Brick,12,4,2009/05/12 00:00:00+00,0,U,1907,2004,1980,1,6329,49,1660,2023/01/05 05:16:47+00,16958629
0668    0095,1,1,C,Brick/Concr,0,Default,MS,Metal Siding,10,2,2009/05/12 00:00:00+00,0,U,2010,,2011,1,3060,49,1020,2023/01/05 05:16:47+00,16958630
0668    0097,1,1,C,Brick/Concr,10,Poor,BR,Brick,8,1,2021/10/06 00:00:00+00,7544000,Q,1905,,1933,2,9610,49,7718,2023/01/05 05:16:47+00,16958631
0668    0814,1,1,,,,,,,,,2022/01/20 00:00:00+00,0,U,2022,,0,2,0,365,13251,2023/01/05 05:16:47+00,16958632
0669    0166,1,1,B,Reinf Concr,40,Good,BR,Brick,9,,2021/04/22 00:00:00+00,201750000,Q,2002,,2005,3,340934,52,129312,2023/01/05 05:16:47+00,16958633
0671    0014,1,1,C,Brick/Concr,10,Poor,BR,Brick,10,,2021/03/04 00:00:00+00,4600000,Q,1925,,1935,3,13205,49,5009,2023/01/05 05:16:47+00,16958634
0671    0016,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2018/07/13 00:00:00+00,5000000,Q,1935,,1965,5,9359,75,6397,2023/01/05 05:16:47+00,16958635
0671    0017,1,1,C,Brick/Concr,30,Average,BR,Brick,12,1,1900/01/01 00:00:00+00,,U,1908,,1933,1,15273,75,6133,2023/01/05 05:16:47+00,16958636
0671    0027,1,1,A,Struct Steel,55,Very Good +,BV,Brick Veneer,10,,2017/06/26 00:00:00+00,51350000,Q,2014,,2016,3,109290,32,10280,2023/01/05 05:16:47+00,16958637
0671    0029,1,1,C,Brick/Concr,40,Good,C,Concrete,14,,2018/04/05 00:00:00+00,17413382,Q,1964,1982,1997,2,5134,68,25150,2023/01/05 05:16:47+00,16958638
0671    0030,1,1,B,Reinf Concr,30,Average,BR,Brick,10,,2021/08/04 00:00:00+00,0,U,1925,1983,1954,3,59178,52,23428,2023/01/05 05:16:47+00,16958639
0671    2001,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,716,217,104,2023/01/05 05:16:47+00,16958640
0671    2002,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1064,217,156,2023/01/05 05:16:47+00,16958641
0671    2003,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,748,217,105,2023/01/05 05:16:47+00,16958642
0671    2004,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,733,217,100,2023/01/05 05:16:47+00,16958643
0671    2005,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,997,217,129,2023/01/05 05:16:47+00,16958644
0671    2006,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,778,217,106,2023/01/05 05:16:47+00,16958645
0671    2007,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1044,217,152,2023/01/05 05:16:47+00,16958646
0671    2008,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1051,217,159,2023/01/05 05:16:47+00,16958647
0671    2009,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,663,217,96,2023/01/05 05:16:47+00,16958648
0671    2010,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1064,217,156,2023/01/05 05:16:47+00,16958649
0671    2011,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,685,217,98,2023/01/05 05:16:47+00,16958650
0671    2012,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,733,217,100,2023/01/05 05:16:47+00,16958651
0671    2013,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,925,217,129,2023/01/05 05:16:47+00,16958652
0671    2014,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,778,217,106,2023/01/05 05:16:47+00,16958653
0671    2015,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1033,217,152,2023/01/05 05:16:47+00,16958654
0671    2016,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1051,217,159,2023/01/05 05:16:47+00,16958655
0671    2017,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,663,217,96,2023/01/05 05:16:47+00,16958656
0671    2018,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1064,217,156,2023/01/05 05:16:47+00,16958657
0671    2019,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,685,217,98,2023/01/05 05:16:47+00,16958658
0671    2020,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,733,217,100,2023/01/05 05:16:47+00,16958659
0671    2021,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,925,217,129,2023/01/05 05:16:47+00,16958660
0671    2022,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,778,217,106,2023/01/05 05:16:47+00,16958661
0671    2023,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1033,217,152,2023/01/05 05:16:47+00,16958662
0671    2024,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1051,217,159,2023/01/05 05:16:47+00,16958663
0671    2025,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,663,217,98,2023/01/05 05:16:47+00,16958664
0671    2026,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1064,217,158,2023/01/05 05:16:47+00,16958665
0671    2027,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,685,217,98,2023/01/05 05:16:47+00,16958666
0671    2028,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,733,217,100,2023/01/05 05:16:47+00,16958667
0671    2029,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,925,217,129,2023/01/05 05:16:47+00,16958668
0671    2030,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,778,217,106,2023/01/05 05:16:47+00,16958669
0671    2031,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1033,217,152,2023/01/05 05:16:47+00,16958670
0671    2032,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1051,217,159,2023/01/05 05:16:47+00,16958671
0671    2033,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,663,217,98,2023/01/05 05:16:47+00,16958672
0671    2034,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1064,217,158,2023/01/05 05:16:47+00,16958673
0671    2035,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,685,217,98,2023/01/05 05:16:47+00,16958674
0671    2036,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,733,217,100,2023/01/05 05:16:47+00,16958675
0671    2037,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,925,217,129,2023/01/05 05:16:47+00,16958676
0671    2038,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,778,217,106,2023/01/05 05:16:47+00,16958677
0671    2039,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1033,217,152,2023/01/05 05:16:47+00,16958678
0671    2040,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1051,217,159,2023/01/05 05:16:47+00,16958679
0671    2041,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,663,217,98,2023/01/05 05:16:47+00,16958680
0671    2042,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1064,217,158,2023/01/05 05:16:47+00,16958681
0671    2043,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,685,217,98,2023/01/05 05:16:47+00,16958682
0671    2044,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,733,217,100,2023/01/05 05:16:47+00,16958683
0671    2045,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,925,217,129,2023/01/05 05:16:47+00,16958684
0671    2046,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,778,217,106,2023/01/05 05:16:47+00,16958685
0671    2047,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1033,217,152,2023/01/05 05:16:47+00,16958686
0671    2048,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1051,217,159,2023/01/05 05:16:47+00,16958687
0671    2049,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,663,217,98,2023/01/05 05:16:47+00,16958688
0671    2050,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1064,217,158,2023/01/05 05:16:47+00,16958689
0671    2051,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,685,217,98,2023/01/05 05:16:47+00,16958690
0671    2052,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,733,217,100,2023/01/05 05:16:47+00,16958691
0671    2053,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,925,217,129,2023/01/05 05:16:47+00,16958692
0671    2054,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,778,217,106,2023/01/05 05:16:47+00,16958693
0671    2055,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1033,217,152,2023/01/05 05:16:47+00,16958694
0671    2056,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1051,217,159,2023/01/05 05:16:47+00,16958695
0671    2057,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,663,217,98,2023/01/05 05:16:47+00,16958696
0671    2058,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1064,217,158,2023/01/05 05:16:47+00,16958697
0671    2059,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,685,217,98,2023/01/05 05:16:47+00,16958698
0671    2060,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,733,217,100,2023/01/05 05:16:47+00,16958699
0671    2061,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,925,217,129,2023/01/05 05:16:47+00,16958700
0671    2062,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,778,217,106,2023/01/05 05:16:47+00,16958701
0671    2063,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1033,217,152,2023/01/05 05:16:47+00,16958702
0671    2064,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1051,217,159,2023/01/05 05:16:47+00,16958703
0671    2065,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,663,217,98,2023/01/05 05:16:47+00,16958704
0671    2066,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1064,217,158,2023/01/05 05:16:47+00,16958705
0671    2067,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,685,217,98,2023/01/05 05:16:47+00,16958706
0671    2068,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,733,217,100,2023/01/05 05:16:47+00,16958707
0671    2069,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,925,217,129,2023/01/05 05:16:47+00,16958708
0671    2070,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,778,217,106,2023/01/05 05:16:47+00,16958709
0671    2071,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1033,217,152,2023/01/05 05:16:47+00,16958710
0671    2072,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1051,217,159,2023/01/05 05:16:47+00,16958711
0671    2073,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,663,217,98,2023/01/05 05:16:47+00,16958712
0671    2074,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1064,217,158,2023/01/05 05:16:47+00,16958713
0671    2075,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,685,217,98,2023/01/05 05:16:47+00,16958714
0671    2076,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,733,217,100,2023/01/05 05:16:47+00,16958715
0671    2077,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,925,217,129,2023/01/05 05:16:47+00,16958716
0671    2078,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,778,217,106,2023/01/05 05:16:47+00,16958717
0671    2079,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1033,217,152,2023/01/05 05:16:47+00,16958718
0671    2080,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1051,217,159,2023/01/05 05:16:47+00,16958719
0671    2081,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,663,217,98,2023/01/05 05:16:47+00,16958720
0671    2082,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1064,217,158,2023/01/05 05:16:47+00,16958721
0671    2083,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,685,217,98,2023/01/05 05:16:47+00,16958722
0671    2084,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,733,217,100,2023/01/05 05:16:47+00,16958723
0671    2085,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,925,217,129,2023/01/05 05:16:47+00,16958724
0671    2086,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,778,217,106,2023/01/05 05:16:47+00,16958725
0671    2087,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1033,217,152,2023/01/05 05:16:47+00,16958726
0671    2088,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1051,217,159,2023/01/05 05:16:47+00,16958727
0671    2089,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,663,217,98,2023/01/05 05:16:47+00,16958728
0671    2090,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1064,217,158,2023/01/05 05:16:47+00,16958729
0671    2091,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,685,217,98,2023/01/05 05:16:47+00,16958730
0671    2092,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,733,217,100,2023/01/05 05:16:47+00,16958731
0671    2093,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,925,217,129,2023/01/05 05:16:47+00,16958732
0671    2094,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,778,217,106,2023/01/05 05:16:47+00,16958733
0671    2095,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1033,217,152,2023/01/05 05:16:47+00,16958734
0671    2096,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,1051,217,159,2023/01/05 05:16:47+00,16958735
0671    2097,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,751,217,111,2023/01/05 05:16:47+00,16958736
0671    2098,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,915,217,128,2023/01/05 05:16:47+00,16958737
0671    2099,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2021,,2021,1,958,217,137,2023/01/05 05:16:47+00,16958738
0672    0258,1,1,B,Reinf Concr,45,Good +,BV,Brick Veneer,10,314,2021/12/15 00:00:00+00,103500000,Q,2014,,2015,3,350004,22,36396,2023/01/05 05:16:47+00,16958739
0672    0262,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,1900/01/01 00:00:00+00,0,U,1980,2008,1985,1,14065,32,14109,2023/01/05 05:16:47+00,16958740
0672    0856,1,1,B,Reinf Concr,60,Excellent,C,Concrete,12,,2013/02/22 00:00:00+00,0,U,2006,,2009,1,299722,52,34405,2023/01/05 05:16:47+00,16958741
0672    0858,1,1,HR,High Rise,45,Good +,SV,Stone Veneer,10,326,2019/06/20 00:00:00+00,141550000,U,2018,,2018,2,324422,29,32544,2023/01/05 05:16:47+00,16958742
0672    0863,1,1,B,Reinf Concr,40,Good,BV,Brick Veneer,9,350,1900/01/01 00:00:00+00,0,U,2018,,2019,1,315800,29,32793,2023/01/05 05:16:47+00,16958743
0672    0866,1,1,B,Reinf Concr,45,Good +,MS,Metal Siding,9,321,1900/01/01 00:00:00+00,0,U,2022,,2022,1,280000,22,25545,2023/01/05 05:16:47+00,16958744
0673    0036,1,1,B,Reinf Concr,60,Excellent,0,Typical,10,,2010/11/15 00:00:00+00,0,U,2013,2013,2020,1,416764,52,67812,2023/01/05 05:16:47+00,16958745
0673    0847,1,1,B,Reinf Concr,60,Excellent,0,Typical,10,,2016/09/07 00:00:00+00,217500000,Q,2009,,2011,3,360000,52,37572,2023/01/05 05:16:47+00,16958746
0673    0848,1,1,C,Brick/Concr,60,Excellent,BV,Brick Veneer,9,405,2012/10/16 00:00:00+00,0,U,2016,,2017,1,376766,22,40494,2023/01/05 05:16:47+00,16958747
0673    0849,1,1,B,Reinf Concr,50,Very Good,BV,Brick Veneer,10,322,2012/10/16 00:00:00+00,0,U,2015,,2016,1,305084,22,30324,2023/01/05 05:16:47+00,16958748
0673    0852,1,1,B,Reinf Concr,25,Fair +,,,8,,1900/01/01 00:00:00+00,0,U,1961,1988,1964,1,157896,52,34572,2023/01/05 05:16:47+00,16958749
0673    2001,1,1,0,No Data,0,Default,0,Typical,,1,2013/12/31 00:00:00+00,0,U,2014,,2014,1,871,217,123,2023/01/05 05:16:47+00,16958750
0673    2002,1,1,0,No Data,0,Default,0,Typical,,1,2013/12/31 00:00:00+00,0,U,2014,,2014,1,1184,217,166,2023/01/05 05:16:47+00,16958751
0673    2003,1,1,0,No Data,0,Default,0,Typical,,1,2013/12/31 00:00:00+00,0,U,2014,,2014,1,678,217,96,2023/01/05 05:16:47+00,16958752
0673    2004,1,1,0,No Data,0,Default,0,Typical,,1,2013/12/31 00:00:00+00,0,U,2014,,2014,1,817,217,115,2023/01/05 05:16:47+00,16958753
0673    2005,1,1,0,No Data,0,Default,0,Typical,,1,2013/12/31 00:00:00+00,0,U,2014,,2014,1,892,217,125,2023/01/05 05:16:47+00,16958754
0673    2006,1,1,0,No Data,0,Default,0,Typical,,1,2013/12/31 00:00:00+00,0,U,2014,,2014,1,679,217,96,2023/01/05 05:16:47+00,16958755
0673    2007,1,1,0,No Data,0,Default,0,Typical,,1,2013/12/31 00:00:00+00,0,U,2014,,2014,1,1201,217,171,2023/01/05 05:16:47+00,16958756
0673    2008,1,1,0,No Data,0,Default,0,Typical,,1,2014/01/02 00:00:00+00,0,U,2014,,2014,1,667,217,95,2023/01/05 05:16:47+00,16958757
0673    2009,1,1,0,No Data,0,Default,0,Typical,,1,2014/01/02 00:00:00+00,0,U,2014,,2014,1,879,217,123,2023/01/05 05:16:47+00,16958758
0673    2010,1,1,0,No Data,0,Default,0,Typical,,1,2014/01/02 00:00:00+00,0,U,2014,,2014,1,517,217,73,2023/01/05 05:16:47+00,16958759
0673    2011,1,1,0,No Data,0,Default,0,Typical,,1,2014/01/02 00:00:00+00,0,U,2014,,2014,1,871,217,123,2023/01/05 05:16:47+00,16958760
0673    2012,1,1,0,No Data,0,Default,0,Typical,,1,2014/01/02 00:00:00+00,0,U,2014,,2014,1,1184,217,166,2023/01/05 05:16:47+00,16958761
0673    2013,1,1,0,No Data,0,Default,0,Typical,,1,2014/01/02 00:00:00+00,0,U,2014,,2014,1,678,217,96,2023/01/05 05:16:47+00,16958762
0673    2014,1,1,0,No Data,0,Default,0,Typical,,1,2014/01/02 00:00:00+00,0,U,2014,,2014,1,817,217,115,2023/01/05 05:16:47+00,16958763
0673    2015,1,1,0,No Data,0,Default,0,Typical,,1,2014/01/02 00:00:00+00,0,U,2014,,2014,1,892,217,125,2023/01/05 05:16:47+00,16958764
