SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,OBJECTID
2038    2166,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,642,217,157,2023/01/05 05:16:47+00,16964129
2038    2167,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,1058,217,247,2023/01/05 05:16:47+00,16964130
2038    2168,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,633,217,148,2023/01/05 05:16:47+00,16964131
2038    2169,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,661,217,157,2023/01/05 05:16:47+00,16964132
2038    2170,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,685,217,167,2023/01/05 05:16:47+00,16964133
2038    2171,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,827,217,215,2023/01/05 05:16:47+00,16964134
2038    2172,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,686,217,167,2023/01/05 05:16:47+00,16964135
2038    2173,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,668,217,167,2023/01/05 05:16:47+00,16964136
2038    2174,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,665,217,157,2023/01/05 05:16:47+00,16964137
2038    2175,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,917,217,215,2023/01/05 05:16:47+00,16964138
2038    2176,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,884,217,215,2023/01/05 05:16:47+00,16964139
2038    2177,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,737,217,197,2023/01/05 05:16:47+00,16964140
2038    2178,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,633,217,148,2023/01/05 05:16:47+00,16964141
2038    2179,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,957,217,227,2023/01/05 05:16:47+00,16964142
2038    2180,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,662,217,167,2023/01/05 05:16:47+00,16964143
2038    2181,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,520,217,126,2023/01/05 05:16:47+00,16964144
2038    2182,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,,1989,1,580,217,197,2023/01/05 05:16:47+00,16964145
2038    2183,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1999/04/01 00:00:00+00,0,U,1989,,1989,2,825,217,215,2023/01/05 05:16:47+00,16964146
2038    2187,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,0,1999/04/01 00:00:00+00,0,U,1989,,1989,2,0,58,297,2023/01/05 05:16:47+00,16964147
2038    2188,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,0,1900/01/01 00:00:00+00,,U,1989,,1989,1,0,58,472,2023/01/05 05:16:47+00,16964148
2038    2189,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,1991,1989,1,37,58,164,2023/01/05 05:16:47+00,16964149
2038    2190,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,1991,1989,1,43,58,174,2023/01/05 05:16:47+00,16964150
2038    2191,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,1991,1989,1,48,58,225,2023/01/05 05:16:47+00,16964151
2038    2192,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,1991,1989,1,50,58,238,2023/01/05 05:16:47+00,16964152
2038    2193,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,1991,1989,1,48,58,238,2023/01/05 05:16:47+00,16964153
2038    2194,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,1,1900/01/01 00:00:00+00,,U,1989,1991,1989,1,51,58,238,2023/01/05 05:16:47+00,16964154
2038    2195,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,8,2,1900/01/01 00:00:00+00,,U,1989,1991,1989,1,143,58,184,2023/01/05 05:16:47+00,16964155
2039    0001,1,1,B,Reinf Concr,50,Very Good,BV,Brick Veneer,9,300,1900/01/01 00:00:00+00,,U,1954,,1975,1,347040,29,132710,2023/01/05 05:16:47+00,16964156
2039    0804,1,1,B,Reinf Concr,30,Average,BV,Brick Veneer,9,226,1900/01/01 00:00:00+00,,U,1958,,1962,1,365981,29,106565,2023/01/05 05:16:47+00,16964157
2046    0001,1,1,B,Reinf Concr,50,Very Good,BV,Brick Veneer,10,,2012/05/24 00:00:00+00,27120000,Q,1987,2013,2012,1,133044,52,20753,2023/01/05 05:16:47+00,16964158
2046    0002,1,1,B,Reinf Concr,60,Excellent,0,Typical,9,142,1998/04/09 00:00:00+00,0,U,2000,,1998,1,179395,22,32385,2023/01/05 05:16:47+00,16964159
2046    0004,1,1,HR,High Rise,60,Excellent,BR,Brick,10,271,2013/06/25 00:00:00+00,0,U,2016,,2016,1,290002,29,55743,2023/01/05 05:16:47+00,16964160
2046    0800,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2000/06/23 00:00:00+00,1485500,Q,1925,,1995,1,5429,42,5008,2023/01/05 05:16:47+00,16964161
2046    0801,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,1991/10/16 00:00:00+00,0,U,1949,2002,1995,1,7029,46,4492,2023/01/05 05:16:47+00,16964162
2046    0802,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,1,1900/01/01 00:00:00+00,,U,1949,2008,1995,1,12804,42,10500,2023/01/05 05:16:47+00,16964163
2047    0001,1,1,B,Reinf Concr,40,Good,0,Typical,10,,1999/07/15 00:00:00+00,0,U,1982,,1990,1,383495,52,65601,2023/01/05 05:16:47+00,16964164
2049    0004,1,1,C,Brick/Concr,30,Average,BR,Brick,16,,2015/08/14 00:00:00+00,6764000,U,1949,,1985,2,12847,42,12870,2023/01/05 05:16:47+00,16964165
2049    0804,1,1,0,No Data,30,Average,WS,Wood Siding,8,457,1900/01/01 00:00:00+00,,U,1967,,1967,1,698441,27,164186,2023/01/05 05:16:47+00,16964166
2049    0805,1,1,B,Reinf Concr,20,Fair,CB,Concrete Block,10,,2013/06/28 00:00:00+00,0,U,1930,2016,1976,1,239464,52,105309,2023/01/05 05:16:47+00,16964167
2049    0806,1,1,B,Reinf Concr,30,Average,BV,Brick Veneer,9,623,1996/07/30 00:00:00+00,0,U,1970,2019,1975,1,902615,22,182701,2023/01/05 05:16:47+00,16964168
2049    0807,1,1,C,Brick/Concr,60,Excellent,C,Concrete,8,0,1900/01/01 00:00:00+00,,U,1962,,1994,1,74416,85,71164,2023/01/05 05:16:47+00,16964169
2049    0809,1,1,C,Brick/Concr,40,Good,0,Typical,16,,1999/04/01 00:00:00+00,0,U,1915,,1980,1,30857,89,193842,2023/01/05 05:16:47+00,16964170
2049    0810,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,1900/01/01 00:00:00+00,0,U,0,,1971,1,244615,83,854090,2023/01/05 05:16:47+00,16964171
2051    0006,1,1,A,Struct Steel,30,Average,MS,Metal Siding,10,,2014/10/29 00:00:00+00,23100000,Q,1964,,1968,3,109032,52,18496,2023/01/05 05:16:47+00,16964172
2051    0007,1,1,B,Reinf Concr,50,Very Good,SU,Stucco,12,,1988/12/07 00:00:00+00,0,U,2011,,2011,1,19868,43,15435,2023/01/05 05:16:47+00,16964173
2051    0808,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,2000/09/22 00:00:00+00,3200000,U,1927,2007,2000,1,55200,42,15000,2023/01/05 05:16:47+00,16964174
2051    0808,2,1,C,Brick/Concr,40,Good,BR,Brick,12,,2000/09/22 00:00:00+00,3200000,U,1927,,1937,1,2540,42,15000,2023/01/05 05:16:47+00,16964175
2055    0806,1,1,B,Reinf Concr,40,Good,CB,Concrete Block,,,2012/10/05 00:00:00+00,85000000,U,2006,,2009,2,650000,83,336143,2023/01/05 05:16:47+00,16964176
2055    0808,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2006,,2006,1,0,85,885211,2023/01/05 05:16:47+00,16964177
2055    0809,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,85,51291,2023/01/05 05:16:47+00,16964178
2055    0810,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,85,31447,2023/01/05 05:16:47+00,16964179
2055    0811,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,85,27318,2023/01/05 05:16:47+00,16964180
2055    0812,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,85,33733,2023/01/05 05:16:47+00,16964181
2055    0813,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,85,28870,2023/01/05 05:16:47+00,16964182
2055    0814,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,85,24025,2023/01/05 05:16:47+00,16964183
2055    0815,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,85,24025,2023/01/05 05:16:47+00,16964184
2055    0816,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,85,24025,2023/01/05 05:16:47+00,16964185
2055    0818,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,85,37757,2023/01/05 05:16:47+00,16964186
2055    0819,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,85,116208,2023/01/05 05:16:47+00,16964187
2055    0820,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,85,32158,2023/01/05 05:16:47+00,16964188
2055    0821,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2018,,0,1,0,85,35231,2023/01/05 05:16:47+00,16964189
2059    0003,1,1,0,No Data,30,Average,WS,Wood Siding,8,20,1900/01/01 00:00:00+00,,U,1928,,1928,1,37180,27,19581,2023/01/05 05:16:47+00,16964190
2059    0004,1,1,0,No Data,40,Good,WS,Wood Siding,8,21,1900/01/01 00:00:00+00,,U,1928,,1928,1,46088,27,18055,2023/01/05 05:16:47+00,16964191
2059    0005,1,1,0,No Data,30,Average,WS,Wood Siding,8,20,1900/01/01 00:00:00+00,,U,1928,,1928,1,38141,27,21095,2023/01/05 05:16:47+00,16964192
2059    0006,1,1,0,No Data,30,Average,WS,Wood Siding,8,50,1900/01/01 00:00:00+00,,U,1928,,1928,1,91070,27,41671,2023/01/05 05:16:47+00,16964193
2059    0007,1,1,0,No Data,30,Average,WS,Wood Siding,8,60,1900/01/01 00:00:00+00,,U,1928,,1928,1,84804,27,42741,2023/01/05 05:16:47+00,16964194
2059    0801,1,1,0,No Data,30,Average,WS,Wood Siding,8,40,1900/01/01 00:00:00+00,,U,1928,,1928,1,70108,27,52452,2023/01/05 05:16:47+00,16964195
2060    0031,1,1,B,Reinf Concr,40,Good,BR,Brick,8,118,2013/11/22 00:00:00+00,0,U,1932,2017,1970,1,137810,22,53067,2023/01/05 05:16:47+00,16964196
2061    0010,1,1,0,No Data,30,Average,BR,Brick,8,13,1900/01/01 00:00:00+00,,U,1923,,1923,1,11856,26,3857,2023/01/05 05:16:47+00,16964197
2061    0041,1,1,C,Brick/Concr,20,Fair,BR,Brick,9,6,2003/04/17 00:00:00+00,0,U,1955,,1970,1,5622,28,3500,2023/01/05 05:16:47+00,16964198
2061    0093,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,34,1997/06/13 00:00:00+00,0,U,1926,,1995,1,22472,21,8750,2023/01/05 05:16:47+00,16964199
2061    0151,1,1,0,No Data,0,Default,0,Typical,8,20,1900/01/01 00:00:00+00,,U,0,,1900,1,19650,26,7000,2023/01/05 05:16:47+00,16964200
2061    0802,1,1,0,No Data,30,Average,BR,Brick,8,28,1900/01/01 00:00:00+00,,U,1928,,1928,1,27848,27,11174,2023/01/05 05:16:47+00,16964201
2061    0812,1,1,C,Brick/Concr,40,Good,BR,Brick,9,18,1998/02/05 00:00:00+00,0,U,1925,,2001,1,16431,21,10827,2023/01/05 05:16:47+00,16964202
2061    0814,1,1,C,Brick/Concr,30,Average,BR,Brick,9,25,2013/11/22 00:00:00+00,0,U,1923,,1960,1,25167,22,10114,2023/01/05 05:16:47+00,16964203
2061    0815,1,1,C,Brick/Concr,30,Average,BR,Brick,9,17,2019/09/26 00:00:00+00,4652800,Q,1923,,1985,3,17028,21,7000,2023/01/05 05:16:47+00,16964204
2061    0816,1,1,C,Brick/Concr,40,Good,BR,Brick,9,18,1900/01/01 00:00:00+00,0,U,1923,2018,1980,1,17028,26,7000,2023/01/05 05:16:47+00,16964205
2067    0803,1,1,0,No Data,35,Average +,BR,Brick,8,12,1900/01/01 00:00:00+00,,U,1925,,1925,1,11856,26,9867,2023/01/05 05:16:47+00,16964206
2560    0840,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2017/07/26 00:00:00+00,1132403,U,1900,,1995,2,3315,42,1610,2023/01/05 05:16:47+00,16964207
2560    0841,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2015/10/14 00:00:00+00,1100000,Q,1928,2003,1995,3,1498,45,1610,2023/01/05 05:16:47+00,16964208
2560    0863,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,32,2009/11/25 00:00:00+00,4100000,U,1915,2010,1995,1,25605,21,4940,2023/01/05 05:16:47+00,16964209
2560    0868,1,1,C,Brick/Concr,25,Fair +,BR,Brick,10,,2019/11/14 00:00:00+00,2130000,Q,1900,2007,1995,3,4608,45,1830,2023/01/05 05:16:47+00,16964210
2560    0869,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,,2013/01/28 00:00:00+00,1950000,Q,1900,2007,2000,1,4612,45,1840,2023/01/05 05:16:47+00,16964211
2560    0879,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2022/03/03 00:00:00+00,0,U,1938,,1995,3,2664,45,1319,2023/01/05 05:16:47+00,16964212
2560    0886,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,1900/01/01 00:00:00+00,,U,2002,2006,2002,1,9918,28,38618,2023/01/05 05:16:47+00,16964213
2560    2016,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,2009/09/10 00:00:00+00,900000,U,1911,,1990,1,680,48,198,2023/01/05 05:16:47+00,16964214
2560    2017,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,0,2009/09/10 00:00:00+00,900000,U,1911,,1995,1,2241,48,652,2023/01/05 05:16:47+00,16964215
2560    2018,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,0,2016/06/03 00:00:00+00,0,U,1911,,1998,3,1406,48,409,2023/01/05 05:16:47+00,16964216
2560    2019,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,0,2014/05/23 00:00:00+00,925000,Q,1911,,1995,2,1870,48,544,2023/01/05 05:16:47+00,16964217
2560    2022,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2022/05/06 00:00:00+00,399000,Q,1917,1980,2002,3,1156,58,460,2023/01/05 05:16:47+00,16964218
2560    2051,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,2004/02/06 00:00:00+00,0,U,2004,,2006,1,2806,48,2465,2023/01/05 05:16:47+00,16964219
2562    0095,1,1,MR,Mid Rise,60,Excellent,BR,Brick,10,132,2014/02/14 00:00:00+00,14900000,Q,2017,,2017,1,104000,22,25921,2023/01/05 05:16:47+00,16964220
2562    0097,1,1,C,Brick/Concr,20,Fair,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1930,,1960,1,13212,84,29163,2023/01/05 05:16:47+00,16964221
2562    0824,1,1,C,Brick/Concr,40,Good,BR,Brick,22,,2015/05/14 00:00:00+00,17625000,Q,1930,,1985,2,97668,75,27000,2023/01/05 05:16:47+00,16964222
2562    0825,1,1,0,No Data,0,Default,0,Typical,8,28,1900/01/01 00:00:00+00,,U,1915,1988,1915,1,6292,26,18142,2023/01/05 05:16:47+00,16964223
2562    0825,2,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1915,,1923,1,6240,26,18142,2023/01/05 05:16:47+00,16964224
2562    0825,3,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1915,,1923,1,6240,26,18142,2023/01/05 05:16:47+00,16964225
2562    0825,4,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1915,,1923,1,6292,26,18142,2023/01/05 05:16:47+00,16964226
2563    0097,1,1,C,Brick/Concr,20,Fair,BR,Brick,20,,2019/12/06 00:00:00+00,2350000,Q,1900,,1970,2,11421,81,5968,2023/01/05 05:16:47+00,16964227
2563    0098,1,1,LR,Low Rise,55,Very Good +,MS,Metal Siding,9,31,2017/02/03 00:00:00+00,2925000,Q,2021,,2021,3,12701,21,7271,2023/01/05 05:16:47+00,16964228
2563    0113,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,0,U,1957,2003,1975,1,19579,42,10438,2023/01/05 05:16:47+00,16964229
2563    0116,1,1,C,Brick/Concr,40,Good,BR,Brick,,,1900/01/01 00:00:00+00,0,U,1909,,1940,1,14178,21,19875,2023/01/05 05:16:47+00,16964230
2563    0858,1,1,C,Brick/Concr,30,Average,BR,Brick,9,13,2005/02/15 00:00:00+00,0,U,1926,1975,1990,1,13722,21,6563,2023/01/05 05:16:47+00,16964231
2563    0865,1,1,C,Brick/Concr,40,Good,BR,Brick,9,48,2014/03/25 00:00:00+00,0,U,1910,2006,1980,1,5776,21,16520,2023/01/05 05:16:47+00,16964232
2563    0865,2,1,0,No Data,0,Default,BR,Brick,10,,2014/03/25 00:00:00+00,0,U,1915,,1924,1,60641,21,16520,2023/01/05 05:16:47+00,16964233
2563    0873,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,47,2009/11/25 00:00:00+00,4100000,U,1919,2010,1990,1,38374,22,8965,2023/01/05 05:16:47+00,16964234
2563    0889,1,1,C,Brick/Concr,30,Average,BR,Brick,9,9,2003/03/25 00:00:00+00,0,U,1915,,1975,1,9303,21,19876,2023/01/05 05:16:47+00,16964235
2563    0889,2,1,C,Brick/Concr,30,Average,BR,Brick,10,,2003/03/25 00:00:00+00,0,U,1915,,1975,1,9135,21,19876,2023/01/05 05:16:47+00,16964236
2563    0889,3,1,C,Brick/Concr,30,Average,BR,Brick,10,,2003/03/25 00:00:00+00,0,U,1915,,1975,1,9135,21,19876,2023/01/05 05:16:47+00,16964237
2563    0889,4,1,C,Brick/Concr,30,Average,BR,Brick,10,,2003/03/25 00:00:00+00,0,U,1915,,1975,1,9303,21,19876,2023/01/05 05:16:47+00,16964238
2564    0020,1,1,C,Brick/Concr,35,Average +,CB,Concrete Block,12,,2021/10/15 00:00:00+00,1000000,Q,1944,,1990,2,745,41,1984,2023/01/05 05:16:47+00,16964239
2564    0021,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,,2022/01/14 00:00:00+00,1950000,Q,1912,,1990,2,4274,42,1396,2023/01/05 05:16:47+00,16964240
2564    0022,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2004/10/29 00:00:00+00,0,U,1917,,1990,1,4703,45,1198,2023/01/05 05:16:47+00,16964241
2564    0023,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2011/03/29 00:00:00+00,600000,Q,1913,,1985,1,3140,42,1895,2023/01/05 05:16:47+00,16964242
2564    0025,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1907,,1995,1,4620,49,1493,2023/01/05 05:16:47+00,16964243
2564    0026,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1907,2008,2005,1,4600,42,1620,2023/01/05 05:16:47+00,16964244
2564    0027,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2018/11/07 00:00:00+00,1350000,Q,1907,,1995,3,4312,42,1620,2023/01/05 05:16:47+00,16964245
2564    0028,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,1997/04/10 00:00:00+00,0,U,1907,,1980,1,4164,45,1620,2023/01/05 05:16:47+00,16964246
2564    0029,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2017/03/01 00:00:00+00,1600000,Q,1907,2008,1990,2,4312,42,1620,2023/01/05 05:16:47+00,16964247
2564    0030,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,,2016/04/29 00:00:00+00,0,U,1907,,1990,2,4312,42,1620,2023/01/05 05:16:47+00,16964248
2564    0033,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,2006/03/20 00:00:00+00,1120000,U,1907,,1995,1,4446,42,1620,2023/01/05 05:16:47+00,16964249
2564    0034,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2017/03/01 00:00:00+00,1600000,Q,1907,,1995,2,4392,42,1620,2023/01/05 05:16:47+00,16964250
2564    0035,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2013/05/31 00:00:00+00,1120000,Q,1907,,1980,1,4170,42,1620,2023/01/05 05:16:47+00,16964251
2564    0036,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2014/03/06 00:00:00+00,1400000,Q,1907,,1995,1,4008,42,1620,2023/01/05 05:16:47+00,16964252
2564    0053,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1907,,1995,1,4260,49,1605,2023/01/05 05:16:47+00,16964253
2564    0054,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,2008/07/17 00:00:00+00,1699500,Q,1907,,1995,1,4864,49,1418,2023/01/05 05:16:47+00,16964254
2564    0055,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1997/09/08 00:00:00+00,0,U,1907,2017,1985,1,4223,45,2331,2023/01/05 05:16:47+00,16964255
2564    0802,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,1997/09/08 00:00:00+00,0,U,1907,,1995,1,4595,42,1455,2023/01/05 05:16:47+00,16964256
2564    2003,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,,2003/07/10 00:00:00+00,420000,U,1907,,1990,1,1574,48,738,2023/01/05 05:16:47+00,16964257
2564    2004,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,2003/07/10 00:00:00+00,420000,U,1907,,1990,1,1539,48,738,2023/01/05 05:16:47+00,16964258
2564    2005,1,1,C,Brick/Concr,40,Good,S,Stone,8,1,2003/05/29 00:00:00+00,1200000,U,1907,1989,1907,1,843,216,427,2023/01/05 05:16:47+00,16964259
2564    2006,1,1,C,Brick/Concr,40,Good,S,Stone,8,1,2003/05/29 00:00:00+00,1200000,U,1907,1989,1907,1,843,216,427,2023/01/05 05:16:47+00,16964260
2564    2007,1,1,C,Brick/Concr,40,Good,S,Stone,8,1,2003/05/29 00:00:00+00,1200000,U,1907,1989,1960,1,843,216,427,2023/01/05 05:16:47+00,16964261
2564    2008,1,1,C,Brick/Concr,40,Good,S,Stone,8,1,2003/05/29 00:00:00+00,1200000,U,1907,1989,1907,1,842,216,427,2023/01/05 05:16:47+00,16964262
2565    0018,1,1,C,Brick/Concr,30,Average,BR,Brick,9,13,2017/02/15 00:00:00+00,8800000,U,1916,2018,1975,2,14631,21,7500,2023/01/05 05:16:47+00,16964263
2565    0033,1,1,C,Brick/Concr,30,Average,BR,Brick,9,5,2022/06/22 00:00:00+00,1700000,Q,1906,,2000,4,3244,25,1742,2023/01/05 05:16:47+00,16964264
2565    0040,1,1,C,Brick/Concr,45,Good +,BR,Brick,9,5,1997/07/16 00:00:00+00,0,U,1906,,2000,1,3337,25,1683,2023/01/05 05:16:47+00,16964265
2565    0048,1,1,C,Brick/Concr,30,Average,BR,Brick,9,55,2017/02/15 00:00:00+00,8800000,U,1911,2018,1985,2,32250,21,15000,2023/01/05 05:16:47+00,16964266
2565    0049,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,2015/10/01 00:00:00+00,269200,Q,1965,,2000,3,732,41,690,2023/01/05 05:16:47+00,16964267
2565    0055,1,1,D,Wood/Frame,55,Very Good +,BR,Brick,10,3,2006/11/13 00:00:00+00,0,U,1920,1993,1955,1,3609,26,1804,2023/01/05 05:16:47+00,16964268
2565    0804,1,1,0,No Data,30,Average,BR,Brick,8,40,1900/01/01 00:00:00+00,,U,1915,1977,1915,1,74072,27,20848,2023/01/05 05:16:47+00,16964269
2565    0805,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,27,2015/03/27 00:00:00+00,6580948,Q,1922,2017,1970,2,28296,21,15000,2023/01/05 05:16:47+00,16964270
2565    0806,1,1,C,Brick/Concr,40,Good,BR,Brick,9,24,1900/01/01 00:00:00+00,,U,1925,,1980,1,22780,21,7500,2023/01/05 05:16:47+00,16964271
2565    0809,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,2006/04/26 00:00:00+00,650000,Q,1917,,1998,1,3211,41,1775,2023/01/05 05:16:47+00,16964272
2565    2108,1,1,C,Brick/Concr,50,Very Good,CB,Concrete Block,,1,2020/03/26 00:00:00+00,7850000,Q,2016,,2017,3,9150,48,2552,2023/01/05 05:16:47+00,16964273
2566    0009,1,1,C,Brick/Concr,40,Good,BR,Brick,9,28,2022/01/31 00:00:00+00,11700000,U,1944,2013,1978,5,16368,21,7960,2023/01/05 05:16:47+00,16964274
2566    0091,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,7,2001/01/22 00:00:00+00,362250,U,1945,,1985,1,3860,21,3125,2023/01/05 05:16:47+00,16964275
2566    0107,1,1,9,3.5 Story Fin,40,Good,BR,Brick,,8,1900/01/01 00:00:00+00,0,U,2022,,2022,1,7000,21,2334,2023/01/05 05:16:47+00,16964276
2566    0818,1,1,C,Brick/Concr,30,Average,BR,Brick,9,16,2005/10/03 00:00:00+00,3360000,U,1920,,1987,1,13839,21,7125,2023/01/05 05:16:47+00,16964277
2566    0822,1,1,C,Brick/Concr,40,Good,BR,Brick,9,23,2022/01/31 00:00:00+00,11700000,U,1944,2013,1978,5,16276,21,7125,2023/01/05 05:16:47+00,16964278
2566    0837,1,1,C,Brick/Concr,20,Fair,BR,Brick,10,,2011/02/11 00:00:00+00,1102724,U,1962,,1974,1,6672,89,9070,2023/01/05 05:16:47+00,16964279
2566    0839,1,1,C,Brick/Concr,20,Fair,BR,Brick,22,,1999/06/28 00:00:00+00,2800000,Q,1920,2009,1970,1,37784,51,24808,2023/01/05 05:16:47+00,16964280
